study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB29231	SAMEA4984331	ERX2856992	ERR2850379	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850379/ERR2850379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850379/ERR2850379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850379/AVE14090020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850379/AVE14090020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850379
PRJEB29231	SAMEA4984332	ERX2856993	ERR2850380	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850380/ERR2850380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850380/ERR2850380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850380/AVE14090030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850380/AVE14090030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850380
PRJEB29231	SAMEA4984333	ERX2856994	ERR2850381	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850381/ERR2850381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850381/ERR2850381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850381/AVE14090040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850381/AVE14090040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850381
PRJEB29231	SAMEA4984334	ERX2856995	ERR2850382	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850382/ERR2850382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850382/ERR2850382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850382/AVE14090050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850382/AVE14090050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850382
PRJEB29231	SAMEA4984335	ERX2856996	ERR2850383	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850383/ERR2850383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850383/ERR2850383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850383/AVE14090060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850383/AVE14090060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850383
PRJEB29231	SAMEA4984336	ERX2856997	ERR2850384	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850384/ERR2850384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850384/ERR2850384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850384/AVE14090070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850384/AVE14090070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850384
PRJEB29231	SAMEA4984337	ERX2856998	ERR2850385	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850385/ERR2850385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850385/ERR2850385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850385/AVE14090070102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850385/AVE14090070102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850385
PRJEB29231	SAMEA4984338	ERX2856999	ERR2850386	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850386/ERR2850386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850386/ERR2850386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850386/AVE14090080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850386/AVE14090080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850386
PRJEB29231	SAMEA4984339	ERX2857000	ERR2850387	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850387/ERR2850387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850387/ERR2850387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850387/AVE14090090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850387/AVE14090090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850387
PRJEB29231	SAMEA4984340	ERX2857001	ERR2850388	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850388/ERR2850388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850388/ERR2850388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850388/AVE14090100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850388/AVE14090100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850388
PRJEB29231	SAMEA4984341	ERX2857002	ERR2850389	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850389/ERR2850389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850389/ERR2850389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850389/AVE14090120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850389/AVE14090120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850389
PRJEB29231	SAMEA4984342	ERX2857003	ERR2850390	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850390/ERR2850390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850390/ERR2850390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850390/AVE14090130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850390/AVE14090130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850390
PRJEB29231	SAMEA4984343	ERX2857004	ERR2850391	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850391/ERR2850391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850391/ERR2850391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850391/AVE14090150101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850391/AVE14090150101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850391
PRJEB29231	SAMEA4984344	ERX2857005	ERR2850392	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850392/ERR2850392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850392/ERR2850392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850392/AVE14090150102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850392/AVE14090150102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850392
PRJEB29231	SAMEA4984345	ERX2857006	ERR2850393	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850393/ERR2850393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850393/ERR2850393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850393/AVE14090160101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850393/AVE14090160101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850393
PRJEB29231	SAMEA4984346	ERX2857007	ERR2850394	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850394/ERR2850394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850394/ERR2850394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850394/AVE14090160102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850394/AVE14090160102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850394
PRJEB29231	SAMEA4984347	ERX2857008	ERR2850395	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850395/ERR2850395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850395/ERR2850395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850395/AVE14090170101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850395/AVE14090170101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850395
PRJEB29231	SAMEA4984348	ERX2857009	ERR2850396	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850396/ERR2850396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850396/ERR2850396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850396/AVE14090190101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850396/AVE14090190101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850396
PRJEB29231	SAMEA4984349	ERX2857010	ERR2850397	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850397/ERR2850397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850397/ERR2850397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850397/AVE14090200101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850397/AVE14090200101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850397
PRJEB29231	SAMEA4984350	ERX2857011	ERR2850398	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850398/ERR2850398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850398/ERR2850398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850398/AVE14090210101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850398/AVE14090210101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850398
PRJEB29231	SAMEA4984351	ERX2857012	ERR2850399	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850399/ERR2850399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850399/ERR2850399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850399/AVE14090210102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850399/AVE14090210102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850399
PRJEB29231	SAMEA4984352	ERX2857013	ERR2850400	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850400/ERR2850400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850400/ERR2850400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850400/AVE14090220101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850400/AVE14090220101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850400
PRJEB29231	SAMEA4984353	ERX2857014	ERR2850401	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850401/ERR2850401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850401/ERR2850401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850401/AVE14090230101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850401/AVE14090230101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850401
PRJEB29231	SAMEA4984354	ERX2857015	ERR2850402	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850402/ERR2850402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850402/ERR2850402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850402/AVE14090230102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850402/AVE14090230102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850402
PRJEB29231	SAMEA4984355	ERX2857016	ERR2850403	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850403/ERR2850403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850403/ERR2850403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850403/AVE14090240101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850403/AVE14090240101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850403
PRJEB29231	SAMEA4984356	ERX2857017	ERR2850404	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850404/ERR2850404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850404/ERR2850404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850404/AVE14090240102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850404/AVE14090240102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850404
PRJEB29231	SAMEA4984357	ERX2857018	ERR2850405	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850405/ERR2850405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850405/ERR2850405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850405/BOR11040010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850405/BOR11040010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850405
PRJEB29231	SAMEA4984358	ERX2857019	ERR2850406	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850406/ERR2850406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850406/ERR2850406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850406/BOR11040010102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850406/BOR11040010102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850406
PRJEB29231	SAMEA4984359	ERX2857020	ERR2850407	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850407/ERR2850407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850407/ERR2850407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850407/BOR11040010103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850407/BOR11040010103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850407
PRJEB29231	SAMEA4984360	ERX2857021	ERR2850408	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850408/ERR2850408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850408/ERR2850408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850408/BOR11040020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850408/BOR11040020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850408
PRJEB29231	SAMEA4984361	ERX2857022	ERR2850409	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850409/ERR2850409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850409/ERR2850409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850409/BOR11040020102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850409/BOR11040020102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850409
PRJEB29231	SAMEA4984362	ERX2857023	ERR2850410	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850410/ERR2850410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850410/ERR2850410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850410/BOR11040020103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850410/BOR11040020103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850410
PRJEB29231	SAMEA4984363	ERX2857024	ERR2850411	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850411/ERR2850411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850411/ERR2850411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850411/BOR11050010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850411/BOR11050010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850411
PRJEB29231	SAMEA4984364	ERX2857025	ERR2850412	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850412/ERR2850412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850412/ERR2850412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850412/BOR11050010102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850412/BOR11050010102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850412
PRJEB29231	SAMEA4984365	ERX2857026	ERR2850413	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850413/ERR2850413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850413/ERR2850413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850413/BOR11050010103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850413/BOR11050010103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850413
PRJEB29231	SAMEA4984366	ERX2857027	ERR2850414	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850414/ERR2850414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850414/ERR2850414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850414/BOR11050020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850414/BOR11050020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850414
PRJEB29231	SAMEA4984367	ERX2857028	ERR2850415	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850415/ERR2850415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850415/ERR2850415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850415/BOR12040010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850415/BOR12040010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850415
PRJEB29231	SAMEA4984368	ERX2857029	ERR2850416	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850416/ERR2850416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850416/ERR2850416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850416/BOR12040010102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850416/BOR12040010102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850416
PRJEB29231	SAMEA4984369	ERX2857030	ERR2850417	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850417/ERR2850417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850417/ERR2850417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850417/BOR12040010103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850417/BOR12040010103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850417
PRJEB29231	SAMEA4984370	ERX2857031	ERR2850418	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850418/ERR2850418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850418/ERR2850418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850418/BOR12050010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850418/BOR12050010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850418
PRJEB29231	SAMEA4984371	ERX2857032	ERR2850419	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850419/ERR2850419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850419/ERR2850419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850419/BOR12050010102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850419/BOR12050010102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850419
PRJEB29231	SAMEA4984372	ERX2857033	ERR2850420	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850420/ERR2850420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850420/ERR2850420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850420/BOR12050010103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850420/BOR12050010103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850420
PRJEB29231	SAMEA4984373	ERX2857034	ERR2850421	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850421/ERR2850421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850421/ERR2850421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850421/BOR12050020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850421/BOR12050020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850421
PRJEB29231	SAMEA4984374	ERX2857035	ERR2850422	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850422/ERR2850422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850422/ERR2850422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850422/BOR12050020102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850422/BOR12050020102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850422
PRJEB29231	SAMEA4984375	ERX2857036	ERR2850423	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850423/ERR2850423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850423/ERR2850423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850423/BOR12050020103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850423/BOR12050020103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850423
PRJEB29231	SAMEA4984376	ERX2857037	ERR2850424	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850424/ERR2850424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850424/ERR2850424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850424/BOR12050030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850424/BOR12050030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850424
PRJEB29231	SAMEA4984377	ERX2857038	ERR2850425	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850425/ERR2850425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850425/ERR2850425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850425/BOR12050030102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850425/BOR12050030102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850425
